,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
zyffh_0000-00000000-00000144,0.02327820657888831,0.018727584175925367,0.03397534267700342,-0.06072484920026003,-0.0405173979578661,0.0162008698017867,0.030718209080839963,0.10878438465703455,0.010547669225984617,-0.0703246930287488,0.07505666636584458,0.180305153242012,-0.09338348480467146,0.0136230356852647,0.06313587857920902,0.03392609830484594,-0.08290029944658521,-0.009793699428145711,-0.03833856583474462,-0.003790128217705116,-0.06263195697821763,0.004611582689144894,-0.010099577140215603,-0.038161774080064444,0.028536169654463834,0.04636915033905758,0.04070904746883667,0.10985906380435786,-0.10832701366714285,-0.17100816923951065,0.0015451621378889202,-0.017285705273797556,0.16268397007046548,-0.09612026478114906,0.02859988167873412,0.0845610424783858,0.05734167210899826,-0.07896162307931578,-0.024266246472125195,0.14458321889898207,0.026651210116974654,-0.11119030607497743,0.10848839159659948,0.12834402111269747,-0.024739413924657696,-0.11217017895734176,-0.00218917162607023,0.0650010653676112,-0.05559341410976753,0.0713550766553383,-0.005310279491727099,-0.05129673526566079,-0.04100037971602392,0.09167606503729189,0.04576528851327141,0.10892871550129975,0.1246967436978394,-0.019695592488032754,0.04491435094483479,0.12658841739497978,-0.0924872163338561,-0.030599331972442197,-0.03287913993173213,-0.02379777118799101,0.12164249594340477,-0.1520504419190532,-0.05426138676890276,0.04523065554374688,-0.0608714089051229,-0.008022471750380742,-0.10695597922806695,-0.04824348325842688,-0.07802272067928895,0.11189312235131597,0.140594587359751,-0.07560952025466941,0.056657712011176496,-0.1130296266980456,0.12725291130518798,0.10404479776658887,0.07596761235148886,0.02479459950525375,0.008797440656799316,0.19599492307082353,-0.049289802379978466,0.16516835118702333,0.10894930760468347,-0.12630951980044067,0.13768461767658638,0.003136537241371521,-0.25194810592346945,-0.07464962554477694,0.018396080406835234,-0.008883060575847807,-0.18803821873609533,-0.07377050495699794,-0.07608956071021787,-0.12068737949192909,-0.0419630842074766,0.042498753370083735,-0.027900764432596887,-0.04563376711903819,-0.09596758569171544,-0.018880721408887458,-0.060828910016992914,-0.020268685825934916,0.023100733557389723,-0.04172288282299716,0.009578775394084667,0.06577204048809697,-0.011806025293964535,0.05263744258570418,0.11944305259452331,0.01762138837346677,-0.2091856951009127,-0.11550236159211867,-0.027731455064005796,-0.08311799367147799,-0.11746145990830799,-0.021233328318895975,0.19543559306409822,-0.09603907979479141,-0.0831351369523186,-0.15664947594379777,0.025434227038168198,-0.029683257058754877,0.1631302902566622,0.08439881216666585
zyffh_0000-00000024-00000168,0.03736473815370851,0.017052618366890985,0.05326588934538861,-0.05373422168486323,-0.022914135865961506,0.006342125849865117,0.04554633556114264,0.1170644513472159,0.05190074653342695,-0.04323910301485851,0.049698316131662645,0.19158993866951415,-0.10242007939641849,0.022641177998645054,0.02462452395509783,0.04109839097237821,-0.08220917227135469,0.0023065693446518544,-0.02101433545567546,0.012223596805846788,-0.04509162435245297,-0.042538979293548544,-0.00101179993318703,0.0005973119473097256,0.06194970685073812,0.06921771505720957,-0.011253900833941864,0.10334169945812845,-0.1197034727613104,-0.14237435023157788,0.04211782646237458,-0.07033566633477661,0.11408158574719106,-0.06466462451306938,0.021001869097672054,0.09322000961464844,0.04718130173909013,-0.019603658235714597,0.021571895073821554,0.15486186042938432,0.056011560152917694,-0.12269998116090765,0.12055490495783745,0.16078429647585027,-0.058960147076235564,-0.09388120019672683,-0.017246209807457214,0.08327397002218805,-0.08757657577710101,0.10390392254141448,0.0015300623778770738,-0.06428763418965522,-0.00446354830516098,0.04923441855895149,0.03381699530008577,0.07776943897455504,0.11380110273663496,-0.04607473143313517,0.006977585829492057,0.1366365330374126,-0.0982624970476201,-0.014942130659000383,-0.025787704091481164,0.00939254185093468,0.11965239229631458,-0.13265150291734926,0.02673851897175678,-0.009215456819031454,-0.05406820662212554,0.02201998155638368,-0.1285469367196261,-0.04839714930032333,-0.08424695915067971,0.12926056335821223,0.14816681502581233,-0.03421670335707716,0.06611412256188068,-0.13637313053083527,0.12388354646912968,0.134293914877018,0.012720751110410867,0.020939381822826484,0.03484947894026875,0.21763145493082023,-0.020756002957672725,0.13014818278280124,0.11458361608530965,-0.11759758491999042,0.07132606447514628,0.07377806998574676,-0.25534145588216145,-0.06375924909896175,0.030889306249050147,0.008272796194460641,-0.1714675368187851,-0.04824733732770487,-0.04925019657243866,-0.11386761090008388,0.01645600140653934,0.043841209092936595,-0.01980069809412914,-0.09580229089676373,-0.06850420656295353,-0.05114447354113888,-0.1043462142041643,-0.05851617105592672,0.052170488954219184,-0.06912803663642808,-0.014550312717611459,0.07033699840144547,0.01539591833379528,0.07432928684654953,0.11591921824358271,0.00010401174335526474,-0.22807897664125004,-0.11985673481955667,-0.05358545531735063,-0.004847330117086383,-0.07326712702029796,-0.06318208478901108,0.21723122217455568,-0.06892407660851363,-0.048796109153334655,-0.16043181277805982,0.035180862020406545,-0.08249943863957085,0.11673798140380359,0.11739073136164668
zyffh_0000-00000048-00000192,0.0350887117545644,0.04953712092442225,0.03920860121794393,-0.03314592416433281,-0.0674389065435135,0.021732991800532342,0.05183668851905042,0.1441435131033671,0.036468063967036404,-0.04857085014365741,-0.007496468745083315,0.21037570078034942,-0.1034053173632741,0.04401385730509716,0.053571272717846265,0.03137161250548,-0.07898513791548982,-0.0015448958450346667,0.0025061572801852836,-0.03668297495675024,-0.022658274411243438,-0.05494158437478504,0.006610188845207297,-0.00976258068758649,0.01690052510033322,0.03630820768685363,-0.010512071516476349,0.12696532496207646,-0.12681983987136408,-0.15623520556142792,0.1025248407398676,-0.05730781778029287,0.17926919892448137,-0.08793169499083388,0.02630950350475762,0.12259399400426269,0.09205679666583565,-0.012184890686843579,0.025012235116968352,0.13190923611963076,0.06934570636420859,-0.13324972353116007,0.18453552874697812,0.16885083613430601,-0.008439860992206795,-0.10044651662235388,-0.05607263473540697,0.07531647122130272,-0.009608294879684749,0.1291647702060111,0.027501383080533084,-0.06291715283538393,0.0035675006149373367,-0.0005164024834640394,-0.02201180729047238,0.08542512435640061,0.10225348899412758,0.03446014945854345,-0.0057000921339889115,0.15939725443247674,-0.10095363371869967,-0.0055501415803438465,-0.03059865868946694,-0.0009922492793248178,0.13508982712036766,-0.10506967247645,0.01136882750238243,-0.01598502105270795,-0.05256935076247305,0.030318173789157105,-0.12481616089905209,-0.048563295732856546,-0.034068454266283854,0.09596311182387893,0.14896765211817548,-0.07884036768319243,0.047931520306820304,-0.09279258405490526,0.1041879473862418,0.08750898581929197,0.01469316208496158,0.09781461558113448,0.027992693597323086,0.20575570722903733,-0.0011191954420770817,0.13177281979340785,0.09716142890604779,-0.15870344574705886,0.0603946013374013,0.022567633318577297,-0.22821252877489834,-0.06752853277718206,0.03651792862862151,-0.010522041577517315,-0.1523095530719744,0.01315899412992939,-0.002082826903005498,-0.07792130852163184,0.055697122738224435,0.07123949023937656,-0.006899282571097951,-0.09970218189495451,0.0181548792006814,-0.0364712021107224,-0.060971138978187484,-0.028766115621869818,0.029993015478723725,-0.08529166734125983,0.0078693384161946,0.06079286997661155,0.05742101857294399,0.03056062487397998,0.08670314307792984,-0.02433059383366434,-0.21437501144773652,-0.16013091171227267,-0.029909503973327155,0.017705767550633234,-0.023524293705680103,-0.08413105260602895,0.2811281259321406,-0.0471351673437698,-0.05969606169567896,-0.09091210240588532,0.06648856459056109,-0.02262774248118482,0.09356942453250479,0.038965704865697996
zyffh_0000-00000072-00000216,0.04424882420601443,0.01750775716721233,0.0456808544407896,-0.03975304927138787,-0.06710833828772791,0.022885968490394898,0.04114939756322554,0.1500159069329904,0.10427299582467599,-0.016911760801528238,0.014982036465612525,0.20903993506173357,-0.12801783763921074,0.017819559145935974,0.023393326942479285,0.0006823008662075826,-0.06861098609634853,-0.029831470645987436,0.03758334255376468,-0.04199465358386956,-0.040408256952940425,-0.0874737324554215,0.04797094361288351,-0.004964851578436821,-0.02771158243443916,0.08487839267736629,-0.06487896046828454,0.1249609716265581,-0.10094840935254452,-0.1523798768613362,0.060346236696089434,-0.017816705760577728,0.16424965636440503,-0.052156251109045065,-0.027190450077602537,0.12314629062862542,0.058540048922025176,0.021527421825982714,-0.0027391155088069804,0.14193168871196166,0.01518994637501982,-0.15384667480165065,0.189855636412846,0.21052273408416478,0.010140064920746063,-0.07429875543176885,0.05890644152509315,0.09506603494535812,-0.03074249080047516,0.1549255157997974,0.040911526912816014,-0.06180539634649466,0.01322020354789944,0.012805474066593804,-0.034745143381981966,-0.024309385562933324,0.060124519221457985,0.013798914063568994,-0.02421895725413052,0.14410184782183272,-0.0753790517620187,0.04020994038533082,-0.06360058937938337,-0.010797674061116164,0.1352233743989187,-0.10035615888250954,0.03394609555622659,-0.06905198353161868,0.04979726069530867,-0.019239561064210976,-0.1315908452661356,-0.07028591354556118,0.00981535824751902,0.07438360603340896,0.1847566113439431,-0.00568371880307825,0.039573764570120976,-0.052782125402333534,0.1027125677506681,0.07655659589964436,0.02569020808314735,0.11073725838847011,0.045332269413840096,0.17359000959648815,0.004068007267953995,0.08635449449583403,0.09446052263419068,-0.16937506593440882,0.053705212717587415,-0.034506293125250005,-0.1838508832998379,-0.11509870385766616,-0.050763572410077014,0.018317804081084674,-0.10698690357230467,0.014087846520591979,0.08093641471014867,-0.008810311086186223,0.07288644240024547,0.03882640341247128,0.026263178681414236,-0.09268439385329565,-0.043949319085682954,-0.07047235688488218,-0.09844859786223725,0.045137195325771075,0.074908794806683,-0.09742462481378868,-0.01003275471708918,0.05303108073336903,0.07293127929833933,0.1094619276735181,0.08357884217303957,-0.06078792823346002,-0.1697157163915134,-0.15277767657337682,-0.08938745356927162,0.08163041568075494,-0.05081511177659386,-0.06020961217445562,0.2536452733330965,-0.010054872230817195,-0.08349719627128094,-0.1439704904376562,0.09830707692209927,-0.030818231679339426,0.07183264297732912,0.040431325249146555
zyffh_0000-00000096-00000240,0.045840071096779615,0.04163318151762075,0.006809322435767445,-0.009664235538559916,-0.05710874634790825,0.05094883623940555,0.03074204434490873,0.14789707092820034,0.08962219986912827,-0.04239484058060714,-0.009886219481565765,0.21991976581414094,-0.12019818292507888,0.049737980522382784,0.009491498580617878,0.043863793031540435,-0.08193806797199374,-0.054759030549708154,0.04410671810397987,-0.0597145253109689,-0.06679666001563767,-0.04880461151328533,0.03077377509866465,-0.03137455713130388,-0.006816495285203247,0.06207314138629612,0.0159697233574807,0.20560146228431872,-0.07887207101966695,-0.15464748380002505,0.11471555077613613,-0.042668019368363605,0.15133625538439138,-0.02395187352501907,-0.04388494749928089,0.06339039477189902,0.04310356666572397,0.022915052006284176,-0.023741395976726556,0.16461720881100772,0.028386540658649904,-0.18026562685012043,0.1768171094286799,0.16710524972738042,0.020556109613079864,-0.037697038642738843,0.08697422911109927,0.09316858431992212,-0.013440790253261687,0.12589348469624792,0.08678821738464398,-0.062217728539397096,-0.0564595164704298,0.03508564106426765,-0.03748345395302781,-0.04296346833313995,0.04777269627137901,-0.01620028277504773,-0.01234218481949759,0.09192324806905254,-0.1371968179763915,0.028004365498219497,-0.03452715185301431,-0.0169232141004463,0.10115219965976474,-0.13105827032176712,0.05205004996064549,-0.024639988080760004,0.00026772577016972765,-0.016297861441971918,-0.14961874740260503,-0.09025440653901638,0.007444297540237817,0.03898036057121424,0.1602459091644363,-0.044783431898555486,0.009259562930279288,0.010538583815527103,0.09540455379910694,0.06989061785868009,0.010470675696170162,0.16693925505091978,0.026965970420418182,0.16244086231783844,0.009423443635765619,0.13755217587984328,0.027833437300252558,-0.21812931358650275,0.07683170183020266,0.004425294733493683,-0.15999247127921504,-0.10953552058007554,-0.07903528591253484,-0.03028227885966472,-0.07824295906821321,0.07207049735986197,0.04270668039558334,-0.02096263030127413,0.03675248391735272,0.021273877052508813,-0.01994898352149097,-0.09423423308599885,0.007103604234227939,-0.06482514132019865,-0.09807887696731474,0.046003334121846415,0.05827935502115867,-0.14396509212596095,0.055290100743720504,0.06750345036784981,0.06564267122548732,0.045195992170744645,0.08647021368378655,-0.07635379709591511,-0.15853466408329753,-0.13915342439060716,-0.02807674119521862,0.027889784112799784,-0.04267797588031639,-0.07783782385577036,0.2441207043991179,0.0028762892779063175,-0.07149071058197085,-0.1614822993583595,0.08183326974608876,0.01294477302222549,0.08289995779082074,0.09264152816668403
zyffh_0000-00000120-00000264,0.043782444685375295,0.03703983549550266,0.023533642395525904,-0.007060796664720859,-0.03702018526714295,0.11446725627422619,0.001678983768804589,0.16169668600273385,0.1248987538690588,-0.02892860594764717,-0.03483366788081738,0.21336627861523144,-0.11459006238554065,0.03123799489370152,0.039202499659767236,0.001046673865085092,-0.06999061561969065,-0.08227665698667543,0.05015758256101419,-0.05478129891492523,-0.05178593831235771,-0.05805387884714221,0.04827608879679556,0.0239248661218466,0.03417964422060059,0.053957929740780355,0.03257883697720262,0.1702680009045675,-0.04474620100756027,-0.15257692525202216,0.09240132314652402,-0.03382688704332193,0.14381087354999625,-0.023879148029586687,-0.05630271019527542,0.10237922189487358,0.006427611304331779,0.027386493473678546,-0.011699797617921568,0.13700664034264737,0.02255590436465488,-0.1730509232519403,0.160830200930244,0.12808120415529814,0.04120381747520771,-0.06840396372683602,0.12101949694687211,0.09528111233561476,-0.02547615357039078,0.14047305373411673,0.0759396762640126,-0.05243048878514598,-0.022371848702045134,0.02913067849051874,-0.07040773775624494,-0.0898158202680662,0.00899494702847668,-0.04150602525708813,-0.029523889714077732,0.048080081149925874,-0.09986041950589829,0.02556024309654093,-0.007516771127345747,0.048140129807105976,0.08811466093085554,-0.09233625413103468,0.035124798149618795,-0.04378021039155304,-0.062419641382634346,-0.013398496344382244,-0.1722789729689783,-0.07641419662157876,0.03306848998392921,0.03164544149023768,0.1253009787722834,0.03427538492116318,0.05561550682925779,0.02487999776574258,0.0821325435987717,0.06915482095876137,-0.03554880805228916,0.1702608904566583,0.05267887252622961,0.14361657263595703,0.08342453232975015,0.12250033318566274,0.04179250264713084,-0.21819273356661859,0.08935318884672085,0.061437378946102295,-0.0604251517406461,-0.07214987835295486,0.00045775773795400746,-0.029838480331954645,-0.11026889250363195,0.0983079269878078,0.07964027747163488,0.018203673737355878,0.06460530297065106,-0.07158648221764462,-0.062431323773184354,-0.12551541402235486,0.018088206809545967,-0.059049607084461456,-0.17286273728267212,0.07914524942092048,0.04312352201416819,-0.10550652700165948,0.00929583322802952,0.1082649668617668,0.07480244114685981,-0.02848859422297151,0.14749131761719814,-0.007614307640018562,-0.12144214276995538,-0.19475720722659176,-0.020913640659457375,-0.04288205588425931,-0.0402504359110461,-0.0047280598564802215,0.2646275015153441,-0.07888420984809721,-0.04230376351915877,-0.13377390414342794,0.06075338346683234,-0.030983848176559445,0.022308983715172148,0.12210709262628368
zyffh_0000-00000144-00000288,0.019379042852379718,0.03732065219460619,0.05386915087291426,0.037479697229788084,-0.008986672782097235,0.09736437409505477,-0.024813766960425795,0.1511743879729957,0.08662806816347217,-0.02218188295748832,-0.03768698855200769,0.16257473857239144,-0.11816359188839128,-0.009984346475169157,0.06218581371338802,-0.025910159072013567,-0.059947787624358866,-0.07147726621319372,0.024421938655069066,-0.01593167209811703,-0.08982248232617032,-0.008022735870222085,0.12365605291395271,0.007312980062704912,0.04870348082180869,0.08053760019063994,-0.010251941637359586,0.13802390941367254,-0.023992084596180813,-0.13277834326701882,0.01972193107117079,-0.003604675130443077,0.07642057252058644,-0.02141141950891034,-0.0794405091279998,0.03339375878459519,0.013917316885006817,0.0789027494236759,-0.06777133733429475,0.08777246462421445,-0.01803540886750194,-0.21297975120072424,0.11421610617988505,0.10026846566932253,0.08832392962336016,-0.06819713569378633,0.15656371335191596,0.09675510602958336,-0.04532109917359225,0.11883120663899442,0.044412145830181875,-0.09973298488529936,-0.08352800124467129,-0.001580645818773345,-0.001485720645974819,-0.1665453357205787,0.03726903964273563,-0.017074110106670173,-0.07734469493445632,-0.057903443129020904,-0.14404760269920122,0.04045519104365271,-0.004088224567345616,0.03579009058216105,0.13823131712885695,-0.11665807845769369,0.027994255607812348,-0.09827523234085198,-0.09212859625127984,-0.03163891612110506,-0.13684232963549198,-0.022998753656016797,0.03067595143340731,0.05175620283754928,0.07877914337326898,-0.03179814533691609,0.10900725328185368,0.04227815182086345,0.15186193606252948,0.07694583517049204,-0.014784970139175202,0.18447231287885923,0.09418280542352797,0.09304174722747074,0.024906564448565642,0.11697607283348216,0.04539019855114743,-0.14006335592752395,0.09958399313247905,0.04820416751355526,-0.07166905037181194,-0.013821770601077936,0.09046788905475746,-0.04153087455616425,-0.20308805830119436,0.06955170042398777,0.05669215397254917,-0.000391689970378344,0.07448136875861958,-0.07247476807655968,-0.05222056016811371,-0.14325166937916664,0.03150126202552775,0.005306641100979848,-0.17410986546408141,0.08634809622063871,0.09339303196583486,-0.07151144020115668,-0.14060717108506798,0.12587754667105608,0.0752841960103701,-0.05657376914880317,0.07265959412895699,0.0217043782644954,-0.019472895900507384,-0.17979694972283586,-0.004355907513460732,-0.1034906160607021,-0.054847260116292505,0.06704737724440586,0.19867373338170716,-0.10794228996407336,-0.026095779577641684,-0.10143029390463039,0.035098834944799845,-0.09469458821653362,-0.09749117194186292,0.1488791885686004
zyffh_0000-00000168-00000312,0.05162316963626395,0.04413332343015967,0.03475964683034172,0.05606682575982372,-0.06897219066733355,0.07423705092079572,-0.05925202047908129,0.13558915013893677,0.08540957414798961,-0.053477137289126765,-0.016182988220379654,0.14184957809675944,-0.10480513089297092,0.010685521820548152,0.050788714683323265,-0.0325337742170298,-0.018428198192384504,-0.07063883854311413,0.012304489398229493,0.0026148315895165378,-0.11453695211464661,0.02382507075623752,0.1480971867435545,-0.0022790019162382508,0.019673786211015034,0.09804463360865842,-0.02787253162431504,0.15803112356170712,-0.010639009320656657,-0.1562112625007961,0.005315167165467928,0.011775109908382635,0.10604030720878178,-0.02460956724019589,-0.08617667451378387,0.0222043468880519,0.0006211280793091225,0.11909931892483096,-0.07466928156512098,0.07514116331389682,-0.05486631604511938,-0.20247706870307808,0.08442393096735866,0.06990639298093067,0.10741008425380431,-0.043516963640360805,0.11992429161161147,0.0973299152546747,-0.07572197705688705,0.08459840856975871,0.0249559828865779,-0.06740263752792663,-0.05050718418356353,0.004842261594647447,0.018931945728929967,-0.17083412453650287,-0.0068457817003974904,0.019866772416954812,-0.037451703417990395,-0.039582815998899235,-0.18257254461829894,0.07892082935756635,-0.03859699638422835,0.020324930832448972,0.11111850313651096,-0.09019162521733612,-0.03674534750071916,-0.09489904524791942,-0.11774353812125081,-0.010126733007215071,-0.13176680790309717,0.01565791170856157,0.008876935466703192,0.08991118651743513,0.10692150232334058,-0.045359631199328176,0.1443504699596349,0.043512979371448546,0.1244153940096474,0.02369664105702584,0.10497625123035774,0.176640102552654,0.09038555950874902,0.0725775181642309,-0.033397699414451726,0.11610171051601614,0.03710305865798529,-0.1859664368414004,0.12923264167747203,0.03505336104828402,-0.10363312316625235,-0.08843271456046617,0.12998656132065153,-0.04147552885889177,-0.20283019918722883,0.061552909253151857,0.05009211751186925,0.002789428308060862,0.025149151956573763,-0.08334935019578842,-0.0010514923607434332,-0.12797547858797964,-0.007873427117293042,-0.015238847969779843,-0.1424289140234992,0.09043024761710822,0.12335514087081959,-0.028641721900948207,-0.14903531633326952,0.1468254582584653,0.020898134931692257,0.01856168187658946,0.10247753846844082,0.09195764157268918,0.019875926827553833,-0.1813365939916012,-0.011595132508551868,-0.13528180299310294,-0.0640852415451863,0.04072157074210162,0.14191195864206874,-0.09441587267022415,-0.062050776360232734,-0.044659712250414464,0.006664681685427129,-0.026248303221954993,-0.12827798094204518,0.07135979236535497
zyffh_0000-00000192-00000336,0.02765728417388456,0.0173922658990284,0.027086647001232055,0.03206970856493834,-0.047825723576340254,0.07242958139882338,-0.0631492106990744,0.09478796024721825,0.05770202896928018,-0.06496369774668326,0.007704124251288225,0.13690746211911367,-0.10337602252515292,0.025817900872752278,0.04927881839002317,-0.058637149073982854,-0.040486091507123484,-0.05459370874778444,0.005260856874762559,-0.0027251490438241054,-0.11683523648076576,-0.007107638792831713,0.12310761379760808,0.008771696354418263,0.026157285399310285,0.08987777271357872,-0.0067147599753143924,0.1288662244305555,0.010657971503360288,-0.14275191719292002,-0.018849310210987274,0.02390155158201088,0.0705835502483043,-0.02756550868357016,-0.098260306727404,0.0016012600650232574,-0.03021846933663817,0.13157864690253424,-0.0566858081899747,0.09107122455897859,-0.07069181255186034,-0.21170140504771198,0.11395804572017934,0.10054263023094406,0.08135845828862923,-0.07909262749268876,0.12159331081211666,0.14648169564118715,-0.09463665450076346,0.09387901506167885,0.023857549595359805,-0.05989022363491101,0.02029081405961478,0.0028853598237655103,0.06577545461195704,-0.14689786982942793,-0.02056265126436866,0.012331569544021011,-0.08506717806940522,-0.05170807467301357,-0.16900568612047034,0.11441827085933112,0.01153978746247763,0.05423441364553481,0.06697206647366127,-0.07947972997077928,-0.07519935320366233,-0.11652370980152467,-0.12223162998242038,-0.021970472067686667,-0.09915334407244587,0.009883412888566943,0.007933542501085088,0.1057715228871584,0.09884932997168139,-0.02507651315598971,0.15648627474108284,0.051179563848172516,0.08839295807435359,0.03743496040759003,0.13213138522824405,0.154942823568173,0.06870711104677492,0.05595624162567877,-0.032877399419063556,0.10811562917513783,0.06308525571847345,-0.17077743999384662,0.11704733130038948,0.0569780909852942,-0.06296856141604214,-0.07239328736118826,0.07984485721759288,-0.025902463289006326,-0.20918869569434978,0.020851468201271175,0.0677398171803286,0.02464881522878983,-0.007091609424132071,-0.08137743309888677,-0.013181900340647479,-0.1270717526804081,-0.09435099018334998,-0.0707768060664849,-0.16542304827568122,0.11046781177860385,0.1448443340953389,0.01625214089885367,-0.1592681678561687,0.14764158481408826,-0.0003492183219882474,0.04372086891369684,0.11500919608711138,0.05484600569518816,-0.02920852519200747,-0.16391617754432444,-0.04126301060895731,-0.11149452083205111,-0.10110348576311762,0.06405637647497113,0.17033913763929653,-0.03598248873508034,-0.01564025989698634,-0.036004077012322645,-0.019081236199748535,-0.07410291122612396,-0.14180085790037394,0.11765552820922659
zyffh_0000-00000216-00000360,0.03665188897502097,0.049352520518654956,0.02593894514893159,0.009927591746637578,-0.05474077078957875,0.03037655122998168,-0.06413660219744749,0.09312131660838463,0.0855999550645836,-0.05764930608044789,0.001727814245397293,0.12552227992608786,-0.052134972119638676,-0.004312228724599643,0.09321579856610487,-0.026258297598407754,-0.02242157944061325,-0.04329275828123194,0.008805746213616166,-0.013642583089479684,-0.10367410854963341,-0.013917293226668933,0.11272761133218587,0.01792503640988238,0.04540643183365524,0.08092518316313889,-0.021624536959971078,0.13095426157399484,-0.0021274710182034775,-0.1193332329719609,0.011242817694564328,-0.004408279771444638,0.0710971595948619,-0.052587314987174956,-0.04091286631264237,0.0178492853418033,-0.0022966917515047426,0.11286497723709861,-0.04423319351221739,0.037432759751841016,-0.06371606429540033,-0.18417487430012391,0.12494228805590249,0.0798728139879603,0.10215233074216461,-0.05387010510188863,0.013677732807377349,0.18270222982233886,-0.08852976036550698,0.07439410062001894,0.008833167604603197,-0.08557515403706621,-0.033906786587755575,-0.01160149635440294,0.06722438098463211,-0.1288857526710656,-0.04135040780547491,0.04406677625491604,-0.10290956959168,-0.03526134329288864,-0.18777883073005378,0.09646020162617852,-0.008149293769458261,0.06608183840151781,0.03685999233079591,-0.032226695965345005,-0.11281710093330538,-0.09623145009853284,-0.20932886821213895,-0.022658053163385553,-0.11401349833257361,0.0817707163160832,-0.05588468688588124,0.11430189918176659,0.09732043408057002,-0.02966719112380315,0.12223538166584538,-0.004920387957995361,0.04832185214862939,0.11346964013646442,0.10523002645407939,0.06152481380408741,0.06853534385728736,0.06957182435436056,-0.05406528544522878,0.1426041407610717,0.044979190819894294,-0.11411988250146275,0.12742781639551065,0.08125423746033451,-0.0233339985926148,-0.01925587721521315,0.17417592300671464,-0.07356433526870647,-0.23352689353946596,0.08331031283749088,0.07724283196900816,-0.01643438787144496,-0.013997795040230285,-0.08854940136382733,-0.04853329392789536,-0.12218009142180314,-0.09453349329249112,-0.07897148642952095,-0.18294371082885344,0.06431738149942144,0.1273042321596059,0.06685438066382553,-0.1732120204355247,0.10625704630664005,0.024381771234934683,0.0025655715163885534,0.14335980606848403,0.12432366160411507,-0.05970526769704222,-0.09042941128842197,-0.0035009298220939544,-0.12930507520315052,-0.042303240513966264,0.08153104044936697,0.13598089217938364,-0.0433620569978265,-0.09053426144400818,-9.918905174894216e-05,-0.08456443176917193,-0.09005410128009159,-0.14041417626035313,0.14269159476254134
